,药品名称,指导价,成分,性状,适应症,用法用量,禁忌,注意事项,特殊人群用药,通用名称,用法,剂型,成分明细,功效或适应症,特殊人群,商品名称
3794,"通用名称：3克清凉油
                                
商品名称：龙虎                                
英文名称：QingLiangYou(LongHu)                                
汉语拼音：Qingliang You",11.5,薄荷脑、薄荷油、樟脑油、樟脑、桉油、丁香油、桂皮油。,本品为淡黄色软膏；气芳香，对皮肤有清凉刺激感；在40°C以上熔化。,驱风镇痛，消炎止痒，清凉。主治外感风寒，风热中暑，蚊虫螫咬，烧伤烫伤以及晕车晕船。,外用。需要时涂于太阳穴或患处。,尚不明确。,"1 眼睛、外阴等皮肤粘膜及破损处禁用。
2 本品为外用药，不可内服。
3 涂布部位如有明显灼热感或瘙痒、局部红肿等情况，应停止用药，洗净，必要时向医师咨询。
4 对本品过敏者禁用，过敏体质者慎用。
5 本品性状发生改变时禁止使用。
6 儿童必须在成人监护下使用。
7 请将本品放在儿童不能接触的地方。
8 如正在使用其他药品，使用本品前请咨询医师或药师。",,3克清凉油,['外用'],"['中药剂型', '气雾剂', '软膏剂']","{""薄荷脑"",""薄荷油"",""樟脑油"",""樟脑"",""桉油"",""丁香油"",""桂皮油""}","{""驱风镇痛"",""消炎止痒"",""清凉"",""外感风寒"",""风热中暑"",""蚊虫螫咬"",""烧伤烫伤"",""晕车晕船""}","{""忌用人群"":[], ""禁用人群"":[""眼睛、外阴等皮肤粘膜及破损处"",""对本品过敏者""], ""慎用人群"":[""过敏体质者""]}",龙虎
3795,"通用名称：九味双解口服液
                                
英文名称：JiuWeiShuangJieKouFuYe(JinQuanBaoShan)                                
汉语拼音：Jiuweishuanghjie Koufuye",28.8,柴胡、大黄（熟）、青蒿、金银花、黄芩（酒炙）、大青叶、蒲公英、重楼、草果（去皮、姜制）。,本品为棕黑色液体，气香，味甜、微苦。,解表清热，泻火解毒。用于外感风热表邪所致的风热感冒，表里俱热，症见发热或恶风，头痛，鼻塞，咳嗽，流涕，咽痛或伴红肿，口渴或伴溲赤，便干。,"口服。一次20毫升，一日3次。儿童减量服用。
1-2岁一次3毫升，一日两次。
3-4岁一次5毫升，一日两次。
5-6岁一次5毫升，一日三次。
7-9岁一次10毫升，一日两次。
13-14岁一次20毫升，一日两次。",尚不明确。,孕妇慎用。,,九味双解口服液,['口服'],"['液体剂型', '气雾剂']","{""柴胡"",""大黄（熟）"",""青蒿"",""金银花"",""黄芩（酒炙）"",""大青叶"",""蒲公英"",""重楼"",""草果（去皮、姜制）""}","{""解表清热"",""泻火解毒"",""风热感冒"",""发热"",""恶风"",""头痛"",""鼻塞"",""咳嗽"",""流涕"",""咽痛"",""红肿"",""口渴"",""溲赤"",""便干""}","{""忌用人群"":[], ""禁用人群"":[], ""慎用人群"":[""孕妇""]}",
3796,"通用名称：松节油
                                
英文名称：OLBUM TEREBINTHINAE                                
汉语拼音：SongJieYou",,本品为复方制剂，每  毫升含主要成份精制松节油 . 毫升，樟脑 .克，辅料为软皂。,为淡黄色油状液体，有特臭。,皮肤刺激药，穿透力很强，能渗入深部组织而呈刺激作用，促进血液循环，并兼有消毒作用。具有抗风湿性关节炎，抗菌，抗流脑病毒，抗支气管炎等作用。用于肌肉痛或关节痛。,外用，用脱脂棉蘸取少量，涂搽患处，并搓揉。,对本品过敏者禁用。,"1.本品连续使用7日症状未见好转，应向医师咨询；
2.避免接触眼睛和其他黏膜（如口、鼻等）；
3.用药部位如有烧灼感、瘙痒、红肿等情况应停药，并将局部药物洗净，必要时向医师咨询；
4.用后应将瓶塞塞紧；
5.本品易燃，避免接触明火；
6.对本品过敏者禁用，过敏体质者慎用；
7.本品性状发生改变时禁止使用；
8.请将本品放在儿童不能接触的地方；
9.儿童必须在成人监护下使用；
10.如正在使用其他药品，使用本品前请咨询医师或药师；
相互作用如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。<",,松节油,['外用'],"['中药剂型', '液体剂型']","{""精制松节油"",""樟脑"",""软皂""}","{""促进血液循环"",""消毒"",""抗风湿性关节炎"",""抗菌"",""抗流脑病毒"",""抗支气管炎"",""肌肉痛"",""关节痛""}","{""忌用人群"":[], ""禁用人群"":[""对本品过敏者""], ""慎用人群"":[""过敏体质者""]}",
3797,"通用名称：感冒灵冲剂
                                
商品名称：邦琪                                
英文名称：GanMaoLingChongJi(BangQi)                                
汉语拼音：GanMaoLingChongJi(BangQi)",9.5,三叉苦、金盏银盘、野菊花、岗梅、咖啡因.、对乙酰氨基酚、马来酸氯苯那敏.、薄荷油ml,本品为浅棕色至深棕色的块状冲剂；味甜、微香。,解热镇痛。用于感冒引起的头痛，发热，鼻塞。流涕，咽痛等。,开水冲服，一次10克，一日3次。,严重肝肾功能不全者禁用。,请遵医嘱。,,感冒灵冲剂,['冲服'],['颗粒剂'],"{""三叉苦"",""金盏银盘"",""野菊花"",""岗梅"",""咖啡因"",""对乙酰氨基酚"",""马来酸氯苯那敏"",""薄荷油ml""}","{""解热镇痛"",""感冒"",""头痛"",""发热"",""鼻塞"",""流涕"",""咽痛""}","{""忌用人群"":[], ""禁用人群"":[""严重肝肾功能不全者""], ""慎用人群"":[]}",邦琪
3798,"通用名称：清凉鼻舒吸入剂
                                
商品名称：龙虎                                
英文名称：QingLiangBiShuXiRuJi(LongHu)                                
汉语拼音：QingLiangBiShuXiRuJi(LongHu)",6.9,薄荷脑，薄荷油，水杨酸甲酯，樟脑，桉油，藿香油，薰衣草油。,本品为白色药液湿润的二醋酸纤维柱状海绵；气浓郁、清凉。,散风开窍。用于感冒鼻塞的辅助用药。,由鼻吸入适量。,孕妇及3岁以下的婴幼儿禁用。,请遵医嘱。,,清凉鼻舒吸入剂,['吸入'],"['液体剂型', '气雾剂']","{""薄荷脑"", ""薄荷油"", ""水杨酸甲酯"", ""樟脑"", ""桉油"", ""藿香油"", ""薰衣草油""}","{""散风开窍"",""感冒鼻塞""}","{""忌用人群"":[], ""禁用人群"":[""孕妇"",""3岁以下的婴幼儿""], ""慎用人群"":[]}",龙虎
3799,"通用名称：银翘解毒软胶囊
                                
商品名称：康缘                                
英文名称：YinQiaoJieDuRuanJiaoNang(KangYuan)                                
汉语拼音：Yin qiao Jie du Ruan jiao nang",49.6,"金银花、连翘、薄荷、荆芥、淡豆豉、牛蒡子(炒)、桔梗、淡竹叶、甘草。
辅料为：植物油。",本品为软胶囊剂，内容物为棕褐色混悬的油状物；气香，味苦。,辛凉解表，清热解毒。用于风热感冒，发热头痛，咳嗽，口干，咽喉疼痛。,口服。一次2粒，一日3次。,尚不明确。,"1.忌烟、酒及辛辣、生冷、油腻食物。
2.不宜在服药期间同时服用滋补性中药。
3.风寒感冒者不适用。
4.有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。
5.儿童、孕妇、哺乳期妇女、年老体弱及脾虚便溏者应在医师指导下服用。
6.发热体温超过38.5℃的患者，应去医院就诊。
7.服药3天症状无缓解，应去医院就诊。
8.对本品过敏者禁用，过敏体质者慎用。
9.本品性状发生改变时禁止使用。
10.儿童必须在成人监护下使用。
11.请将本品放在儿童不能接触的地方。
12.如正在使用其他药品",,银翘解毒软胶囊,['口服'],"['中药剂型', '胶囊剂', '气雾剂', '软膏剂']","{""金银花"",""连翘"",""薄荷"",""荆芥"",""淡豆豉"",""牛蒡子(炒)"",""桔梗"",""淡竹叶"",""甘草"",""植物油""}","{""辛凉解表"",""清热解毒"",""风热感冒"",""发热头痛"",""咳嗽"",""口干"",""咽喉疼痛""}","{""忌用人群"":[],""禁用人群"":[""对本品过敏者""],""慎用人群"":[""风寒感冒者"",""高血压患者"",""心脏病患者"",""肝病患者"",""糖尿病患者"",""肾病患者"",""儿童"",""孕妇"",""哺乳期妇女"",""年老体弱"",""脾虚便溏者"",""过敏体质者""]}",康缘
3800,"通用名称：莲花峰茶
                                
商品名称：莲花峰                                
英文名称：Lianhuafengtea                                
汉语拼音：LianHuaFengCha(LianHuaFeng)",28.2,香薷、桑叶、紫苏、广藿香、苍术、丁香、砂仁、柴胡、半夏（制）、陈皮（制）、白术、茶叶等味。,本品为棕褐色至褐色的颗粒或茶丸；气香，味微甘、微苦。,疏风散寒，清热解暑，祛痰利湿，健脾开胃，理气和中。用于四时感冒，伤暑挟湿，脘腹胀满，呕吐泄泻。,开水冲泡服或煎服，一次6～9克。,尚不明确。,请遵医嘱。,,莲花峰茶,"['煎服', '泡服']","['中药剂型', '颗粒剂', '气雾剂']","{""香薷"",""桑叶"",""紫苏"",""广藿香"",""苍术"",""丁香"",""砂仁"",""柴胡"",""半夏（制）"",""陈皮（制）"",""白术"",""茶叶""}","{""疏风散寒"",""清热解暑"",""祛痰利湿"",""健脾开胃"",""理气和中"",""四时感冒"",""伤暑挟湿"",""脘腹胀满"",""呕吐泄泻""}","{""忌用人群"":[], ""禁用人群"":[], ""慎用人群"":[]}",莲花峰
3801,"通用名称：镇咳糖浆
                                
商品名称：仁和                                
英文名称：ZhenKeTangJiang(RenHe)                                
汉语拼音：ZhenKeTangJiang(RenHe)",9.9,鼠曲草、枇杷叶、前胡、酢浆草、陈皮酊、薄荷素油、氯化铵。辅料为苯甲酸、蔗糖。,本品为棕色至棕红色的黏稠液体；气香，味甜，略具清凉感。,清热，止咳，化痰。用于感冒咳嗽。,口服，一次10～15毫升，一日3次。,尚不明确。,请遵医嘱。,,镇咳糖浆,['口服'],"['中药剂型', '液体剂型', '气雾剂']","{""鼠曲草"",""枇杷叶"",""前胡"",""酢浆草"",""陈皮酊"",""薄荷素油"",""氯化铵"",""苯甲酸"",""蔗糖""}","{""清热"",""止咳"",""化痰"",""感冒咳嗽""}","{""忌用人群"":[], ""禁用人群"":[], ""慎用人群"":[]}",仁和
3802,"通用名称：伤风停片
                                
商品名称：聚仁堂                                
英文名称：ShangFengTingPian(JuRenTang)                                
汉语拼音：Shangfengting Pian",14.2,麻黄、荆芥、白芷、苍术（炒）、陈皮、甘草。,本品为薄膜衣片，除去薄膜衣后显棕黄色至棕褐色；气微清香，味甜、微苦。,发散风寒。用于外感风寒，恶寒发热，头痛，鼻塞，鼻流清涕，肢体酸重，喉痒咳嗽，咳嗽痰清稀，及上呼吸道感染，感冒鼻炎等见上述症候者。,口服。一次3片，一日3次。,尚不明确。,1忌烟、酒及辛辣、生冷、油腻食物。2不宜在服药期间同时服用滋补性中成药。3风热感冒者不适用，其表现为发热明显，汗出，口渴，咽喉肿痛，咳吐黄痰。4肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。5高血压、心脏病患者慎用。6服药三天后症状无改善，或症状加重，或出现新的严重症状如胸闷、心悸等应立即停药，并去医院就诊。7小儿、年老体弱者、孕妇应在医师指导下服用。<br,,伤风停片,['口服'],"['片剂', '膜剂', '气雾剂']","{""麻黄"",""荆芥"",""白芷"",""苍术（炒）"",""陈皮"",""甘草""}","{""发散风寒"",""外感风寒"",""恶寒发热"",""头痛"",""鼻塞"",""鼻流清涕"",""肢体酸重"",""喉痒咳嗽"",""咳嗽痰清稀"",""上呼吸道感染"",""感冒鼻炎""}","{""忌用人群"":[], ""禁用人群"":[], ""慎用人群"":[""高血压患者"",""心脏病患者"",""小儿"",""年老体弱者"",""孕妇""]}",聚仁堂
3803,"通用名称：外感平安茶
                                
英文名称：WaiGanPingAnCha                                
汉语拼音：Waigan Ping'an Cha",,金丝草、连翘、香薷、土荆芥、山芝麻、布渣叶、大腹皮、土茯苓、广藿香、水翁花、金刚头、芒果核、枳壳、甘草、厚朴、大头陈、岗梅、葛根、地胆草、苦瓜干、茵陈、黄芩，辅料为蔗糖。,本品为棕褐色的颗粒；气香，味甜、微苦。,清热解表，化湿消滞。用于四时感冒，恶寒发热，周身骨痛，头重乏力，感冒挟湿，胸闷食滞等症。,开水冲服，一次7克，一日2～3次。,尚不明确。,"1.忌烟、酒及辛辣、生冷、油腻食物。2.不宜在服药期间同时服用滋补性中成药。3.高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。4.服药三天后症状无改善,或症状加重,或出现新的严重症状如胸闷、心悸等应立即停药，并去医院就诊。5.小儿、年老体弱者、孕妇应在医师指导下服用。6.对本品过敏者禁用,过敏体质者慎用。7.本品性状发生改变时禁止使用。8.儿童必须在成人监护下使用。9.请将本品放在儿童不能接触的地方。10.如正在使用其他药品,使用本品前请咨询医师或药师。",,外感平安茶,['冲服'],"['中药剂型', '颗粒剂', '气雾剂']","{""金丝草"",""连翘"",""香薷"",""土荆芥"",""山芝麻"",""布渣叶"",""大腹皮"",""土茯苓"",""广藿香"",""水翁花"",""金刚头"",""芒果核"",""枳壳"",""甘草"",""厚朴"",""大头陈"",""岗梅"",""葛根"",""地胆草"",""苦瓜干"",""茵陈"",""黄芩"",""蔗糖""}","{""清热解表"",""化湿消滞"",""四时感冒"",""恶寒发热"",""周身骨痛"",""头重乏力"",""感冒挟湿"",""胸闷食滞""}","{""忌用人群"":[], ""禁用人群"":[""对本品过敏者""], ""慎用人群"":[""高血压患者"",""心脏病患者"",""肝病患者"",""糖尿病患者"",""肾病患者"",""年老体弱者"",""孕妇"",""过敏体质者""]}",
3804,"通用名称：芩连片
                                
商品名称：同仁堂                                
英文名称：QinLianPian(TongRenTang)                                
汉语拼音：Qinlian Pian",16.2,黄芩、黄连、黄柏、连翘、赤芍、甘草。,本品为暗黄色的片；气微，味苦。,清热解毒，消肿止痛。用于脏腑蕴热，头痛目赤，口鼻生疮，湿热带下，疮疖肿痛。,口服。一次4片，一日2～3次。,泄泻腹部凉痛者忌服。,"1忌烟、酒及辛辣食物。
2不宜在服药期间同时服用滋补性中药。
3有高血压、心脏病、肝病、糖尿病、肾病等慢性病严重者应在医师指导下服用。
4服药后大便次数增多且不成形者，应酌情减量。
5儿童、孕妇、哺乳期妇女、年老体弱及脾虚便溏者应在医师指导下服用。
6服药3天症状无缓解，应去医院就诊。
7对本品过敏者禁用，过敏体质者慎用。
8本品性状发生改变时禁止使用。
9儿童必须在成人监护下使用。
10请将本品放在儿童不能接触的地方。
11如正在使用其他药品，使用本品前请咨询医师或药师。",,芩连片,['口服'],"['片剂', '气雾剂']","{""黄芩"",""黄连"",""黄柏"",""连翘"",""赤芍"",""甘草""}","{""清热解毒"",""消肿止痛"",""脏腑蕴热"",""头痛目赤"",""口鼻生疮"",""湿热带下"",""疮疖肿痛""}","{""忌用人群"":[""泄泻腹部凉痛者""], ""禁用人群"":[""对本品过敏者""], ""慎用人群"":[""过敏体质者"",""儿童"",""孕妇"",""哺乳期妇女"",""年老体弱"",""脾虚便溏者""]}",同仁堂
